,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,first_review,review_scores_rating,instant_bookable,calculated_host_listings_count,reviews_per_month
8084,2819397,2012-07-03,within an hour,1.0,1.0,f,81.0,t,t,el Putxet i el Farro,Sarria-Sant Gervasi,Entire home/apt,4,2.0,2.0,1.0,280.0,28,1125,t,13,2020-05-29,4.5,t,45,0.1
8085,239550764,2019-01-28,within an hour,1.0,0.87,f,55.0,t,t,la Barceloneta,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,42.0,32,300,t,5,2020-09-11,4.57,f,25,0.19
8091,178753871,2018-03-16,within an hour,1.0,0.97,f,3.0,t,f,el Barri Gotic,Ciutat Vella,Private room,1,1.0,1.0,1.0,119.0,1,1125,f,0,2020-09-17,4.44,f,3,2.38
8093,77548260,2016-06-13,within a few hours,1.0,0.91,t,11.0,t,t,el Fort Pienc,Eixample,Private room,1,2.0,1.0,1.0,24.0,32,190,t,0,2020-03-15,4.5,f,9,0.05
8094,239550764,2019-01-28,within an hour,1.0,0.87,f,55.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,45.0,32,330,t,3,2020-06-30,4.0,f,25,0.1
8095,3556337,2012-09-13,within an hour,1.0,0.99,f,49.0,t,t,Sant Marti de Provencals,Sant Marti,Entire home/apt,4,1.0,2.0,4.0,194.0,1,365,t,3,2019-12-30,4.85,t,46,1.96
8099,79500346,2016-06-23,within a few hours,1.0,0.97,f,9.0,t,t,el Fort Pienc,Eixample,Private room,9,2.0,1.0,1.0,40.0,12,365,t,8,2020-06-10,3.0,f,7,0.05
8100,313372194,2019-11-30,within an hour,0.97,0.98,f,1.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Private room,6,2.5,3.0,3.0,156.0,1,90,t,5,2019-12-31,4.25,t,1,2.12
8101,318478450,2019-12-17,within a few hours,1.0,1.0,t,3.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Private room,1,1.0,1.0,1.0,82.0,31,120,t,7,2020-11-30,4.99,t,2,2.58
8103,321268305,2019-12-26,within a few hours,1.0,0.89,t,5.0,t,t,la Dreta de l'Eixample,Eixample,Private room,1,2.0,1.0,1.0,24.0,32,190,t,5,2021-08-11,3.67,f,4,0.12
8105,2819397,2012-07-03,within an hour,1.0,1.0,f,81.0,t,t,el Baix Guinardo,Horta-Guinardo,Entire home/apt,4,1.0,1.0,2.0,280.0,28,1125,t,14,2019-12-25,4.38,t,45,0.18
8106,227101698,2018-11-23,within an hour,1.0,1.0,f,3.0,t,f,el Barri Gotic,Ciutat Vella,Private room,2,1.0,1.0,2.0,175.0,1,365,f,0,2020-01-26,4.57,f,3,0.32
8108,281663581,2019-08-02,within a few hours,1.0,0.51,t,7.0,t,t,Sant Antoni,Eixample,Private room,1,1.5,1.0,1.0,82.0,3,1125,t,26,2020-01-05,4.68,f,3,0.43
8110,130699722,2017-05-17,within an hour,1.0,0.96,f,6.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,3,2.0,1.0,1.0,100.0,4,1125,t,2,2020-01-02,4.63,f,2,1.61
8111,247176629,2019-03-06,within an hour,0.84,0.75,f,19.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,1.0,2.0,298.0,2,1125,t,5,2020-03-07,4.0,f,11,0.02
8112,227101698,2018-11-23,within an hour,1.0,1.0,f,3.0,t,f,el Raval,Ciutat Vella,Private room,2,1.0,1.0,1.0,149.0,1,365,f,0,2020-02-04,4.77,f,3,8.4
8113,227101698,2018-11-23,within an hour,1.0,1.0,f,3.0,t,f,el Barri Gotic,Ciutat Vella,Private room,3,1.0,1.0,2.0,186.0,1,365,f,0,2020-03-14,4.82,f,3,0.4
8114,308119248,2019-11-08,within an hour,1.0,0.99,f,2.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Private room,2,1.0,1.0,1.0,30.0,1,90,t,9,2022-05-10,4.0,t,2,0.12
8115,130699722,2017-05-17,within an hour,1.0,0.96,f,6.0,t,t,el Barri Gotic,Ciutat Vella,Private room,3,2.0,1.0,1.0,107.0,4,1125,t,5,2021-07-03,4.46,f,2,2.22
8117,1528801,2011-12-22,within an hour,1.0,1.0,f,22.0,t,t,la Dreta de l'Eixample,Eixample,Private room,2,1.5,1.0,1.0,74.0,7,1125,t,19,2020-01-13,4.77,t,3,1.37
8118,1391607,2011-11-10,within a few hours,0.98,0.99,f,205.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,4,1.0,2.0,4.0,135.0,3,365,t,11,2020-01-26,3.69,f,136,1.39
8121,318426506,2019-12-17,within a day,0.8,0.54,f,2.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,6,3.0,3.0,3.0,121.0,32,1125,t,30,2020-02-23,4.57,f,2,0.16
8122,16942638,2014-06-18,within an hour,1.0,0.94,f,12.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,2,1.0,1.0,1.0,71.0,31,304,t,10,2021-03-15,4.89,f,9,0.3
8123,14216613,2014-04-13,within a few hours,1.0,0.94,f,10.0,t,t,el Camp d'en Grassot i Gracia Nova,Gracia,Entire home/apt,6,1.0,3.0,4.0,166.0,1,1125,t,22,2019-12-30,4.59,f,5,3.21
8124,2819397,2012-07-03,within an hour,1.0,1.0,f,81.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,5,2.0,3.0,3.0,350.0,28,1125,t,13,2021-07-18,4.0,t,45,0.08
8125,315181491,2019-12-07,within an hour,1.0,0.89,f,3.0,t,t,la Dreta de l'Eixample,Eixample,Private room,2,1.0,2.0,2.0,35.0,7,1125,t,2,2019-12-25,4.45,f,1,0.51
8128,237151305,2019-01-17,within an hour,0.93,0.99,f,11.0,t,t,la Dreta de l'Eixample,Eixample,Shared room,1,1.0,1.0,1.0,38.0,1,1125,t,22,2020-01-28,4.44,t,11,1.55
8129,237151305,2019-01-17,within an hour,0.93,0.99,f,11.0,t,t,la Dreta de l'Eixample,Eixample,Shared room,1,1.0,1.0,1.0,36.0,1,1125,t,10,2020-01-31,4.57,t,11,1.37
8130,237151305,2019-01-17,within an hour,0.93,0.99,f,11.0,t,t,la Dreta de l'Eixample,Eixample,Shared room,1,1.0,1.0,1.0,39.0,1,1125,t,19,2020-02-11,4.53,t,11,0.44
8131,237151305,2019-01-17,within an hour,0.93,0.99,f,11.0,t,t,la Dreta de l'Eixample,Eixample,Shared room,1,1.0,1.0,1.0,562.0,1,1125,t,0,2021-12-19,5.0,t,11,0.05
8132,237151305,2019-01-17,within an hour,0.93,0.99,f,11.0,t,t,la Dreta de l'Eixample,Eixample,Shared room,1,1.0,1.0,1.0,562.0,1,1125,t,0,2020-01-18,4.5,t,11,0.09
8133,2819397,2012-07-03,within an hour,1.0,1.0,f,81.0,t,t,el Camp d'en Grassot i Gracia Nova,Gracia,Entire home/apt,5,2.0,3.0,4.0,350.0,28,1125,t,17,2020-02-19,4.0,t,45,0.05
8135,22296303,2014-10-08,within a day,1.0,0.54,f,3.0,t,t,Sant Antoni,Eixample,Private room,3,1.0,2.0,2.0,120.0,2,32,t,5,2022-04-03,5.0,f,1,0.69
8136,50132899,2015-11-29,within an hour,1.0,0.9,t,3.0,t,t,el Raval,Ciutat Vella,Private room,1,1.0,1.0,1.0,43.0,3,5,t,5,2020-01-23,4.73,f,1,2.09
8139,318478450,2019-12-17,within a few hours,1.0,1.0,t,3.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Private room,2,1.0,1.0,1.0,91.0,31,120,t,2,2020-01-03,4.81,t,2,2.5
8143,299462,2010-11-26,within an hour,0.96,1.0,f,297.0,t,t,el Coll,Gracia,Entire home/apt,9,2.0,3.0,7.0,170.0,3,1125,t,4,2020-02-04,4.44,t,140,1.03
8145,1447144,2011-11-27,within an hour,0.84,0.12,f,343.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,13,3.0,8.0,11.0,724.0,1,1125,t,30,2023-01-09,5.0,f,159,0.12
8146,31500681,2015-04-19,within an hour,1.0,0.7,f,6.0,t,f,la Sagrada Familia,Eixample,Private room,2,1.0,1.0,1.0,30.0,3,1125,f,0,2021-11-02,4.75,f,2,0.36
8149,11994044,2014-02-06,within a few hours,1.0,0.8,t,3.0,t,t,el Parc i la Llacuna del Poblenou,Sant Marti,Entire home/apt,2,1.0,2.0,3.0,78.0,33,1125,t,12,2023-08-01,5.0,f,3,0.81
8151,1447144,2011-11-27,within an hour,0.84,0.12,f,343.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,10,3.0,6.0,10.0,483.0,1,1125,t,30,2020-01-19,5.0,f,159,0.02
8152,319128033,2019-12-20,a few days or more,0.0,1.0,f,1.0,t,t,el Fort Pienc,Eixample,Entire home/apt,5,2.0,4.0,4.0,423.0,1,365,t,22,2020-02-17,4.76,t,1,2.52
8154,263406860,2019-05-22,within an hour,0.98,1.0,f,33.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,7,2.0,3.0,9.0,145.0,3,1125,t,3,2019-12-30,4.13,t,24,1.54
8155,3657456,2012-09-24,within an hour,1.0,1.0,t,2.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,4,1.5,2.0,3.0,165.0,3,3,t,4,2020-01-03,4.77,t,2,2.5
8156,322280058,2019-12-29,within an hour,1.0,1.0,f,2.0,t,t,el Poblenou,Sant Marti,Entire home/apt,3,1.0,1.0,1.0,142.0,4,1125,t,23,2020-01-19,4.5,t,1,1.49
8157,112442355,2017-01-20,within an hour,0.95,0.54,t,4.0,t,t,el Fort Pienc,Eixample,Private room,2,2.0,1.0,1.0,88.0,1,5,t,12,2022-09-16,4.92,f,3,2.11
8159,158023606,2017-11-09,within an hour,0.98,0.99,f,155.0,t,t,el Camp de l'Arpa del Clot,Sant Marti,Entire home/apt,4,1.0,2.0,4.0,206.0,1,333,t,6,2020-07-19,4.6,t,138,1.78
8160,1716315,2012-02-07,within an hour,1.0,1.0,t,15.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,2,1.0,1.0,2.0,200.0,3,1125,t,9,2020-01-05,4.8,t,12,1.48
8161,4396136,2012-12-13,within a few hours,0.81,0.91,f,51.0,t,f,la Vila de Gracia,Gracia,Entire home/apt,5,1.5,2.0,4.0,156.0,3,1125,t,11,2022-02-27,3.83,f,31,0.97
8162,226021284,2018-11-16,within an hour,1.0,0.96,t,1.0,t,t,Diagonal Mar i el Front Maritim del Poblenou,Sant Marti,Entire home/apt,5,2.0,3.0,4.0,201.0,4,1125,t,3,2020-02-09,4.97,f,1,1.77
8163,1716315,2012-02-07,within an hour,1.0,1.0,t,15.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,2,1.0,1.0,2.0,200.0,4,1125,t,11,2020-01-02,4.8,t,12,1.43
8165,223478478,2018-10-31,within an hour,1.0,1.0,f,24.0,t,t,Sant Antoni,Eixample,Private room,3,4.0,1.0,2.0,98.0,1,365,t,8,2019-12-25,4.12,t,6,1.33
8166,265193861,2019-05-30,within an hour,0.92,0.98,f,160.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,2,1.0,2.0,2.0,32.0,32,360,t,1,2020-03-12,4.0,t,136,0.02
8167,223478478,2018-10-31,within an hour,1.0,1.0,f,24.0,t,t,Sant Antoni,Eixample,Private room,6,6.0,1.0,6.0,186.0,1,365,t,8,2022-01-15,4.42,t,6,3.65
8170,396363,2011-02-17,within an hour,1.0,0.92,f,148.0,t,t,el Clot,Sant Marti,Entire home/apt,6,2.0,2.0,4.0,216.0,1,1125,t,18,2020-01-20,3.89,f,111,0.43
8171,198421177,2018-06-27,within an hour,1.0,0.98,f,6.0,t,t,la Barceloneta,Ciutat Vella,Entire home/apt,3,1.0,2.0,3.0,199.0,1,1125,t,8,2020-03-14,4.67,f,5,1.08
8172,309656956,2019-11-15,within an hour,1.0,0.99,f,4.0,t,t,la Dreta de l'Eixample,Eixample,Private room,2,1.0,1.0,1.0,150.0,1,1125,t,9,2020-05-13,4.64,t,4,3.71
8173,1310304,2011-10-19,within a day,0.95,0.52,f,144.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,4,1.0,1.0,2.0,59.0,32,330,t,0,2022-05-03,5.0,f,42,0.12
8174,309656956,2019-11-15,within an hour,1.0,0.99,f,4.0,t,t,la Dreta de l'Eixample,Eixample,Private room,2,1.0,1.0,2.0,194.0,1,1125,t,6,2020-07-10,4.67,t,4,0.23
8175,309656956,2019-11-15,within an hour,1.0,0.99,f,4.0,t,t,la Dreta de l'Eixample,Eixample,Private room,3,1.0,1.0,2.0,284.0,1,1125,t,14,2020-10-19,4.74,t,4,4.3
8176,5264883,2013-02-28,within an hour,1.0,0.88,f,75.0,t,t,les Corts,Les Corts,Entire home/apt,2,1.0,1.0,1.0,51.0,32,1125,t,1,2022-06-09,4.0,f,46,0.26
8177,1528801,2011-12-22,within an hour,1.0,1.0,f,22.0,t,t,la Dreta de l'Eixample,Eixample,Private room,2,1.5,1.0,1.0,50.0,7,200,t,0,2020-01-03,4.78,f,3,0.6
8178,1310304,2011-10-19,within a day,0.95,0.52,f,144.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,4,1.0,1.0,2.0,65.0,32,330,t,0,2022-06-11,4.25,f,42,0.26
8179,126739564,2017-04-20,within a few hours,1.0,0.75,f,13.0,t,t,la Barceloneta,Ciutat Vella,Private room,2,1.0,1.0,1.0,25.0,60,1125,t,0,2021-02-05,5.0,f,3,0.1
8180,309656956,2019-11-15,within an hour,1.0,0.99,f,4.0,t,t,la Dreta de l'Eixample,Eixample,Private room,4,1.0,1.0,3.0,277.0,1,1125,t,9,2020-08-15,4.74,t,4,0.83
8181,133802717,2017-06-06,within an hour,1.0,1.0,t,4.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,4,2.0,2.0,3.0,199.0,30,1125,t,0,2023-04-17,5.0,f,3,0.84
8182,1310304,2011-10-19,within a day,0.95,0.52,f,144.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,3,1.0,2.0,2.0,49.0,32,330,t,0,2021-12-31,4.13,f,42,0.39
8185,304981840,2019-10-28,within an hour,1.0,0.83,f,1.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,6,1.0,3.0,3.0,132.0,2,1125,t,2,2019-12-26,4.48,f,1,1.38
8186,126739564,2017-04-20,within a few hours,1.0,0.75,f,13.0,t,t,la Barceloneta,Ciutat Vella,Private room,1,1.0,1.0,1.0,25.0,60,1125,t,0,2020-04-02,4.0,f,3,0.07
8187,261629270,2019-05-13,within an hour,1.0,1.0,f,1.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,2,1.0,1.0,1.0,120.0,14,365,t,5,2022-06-15,5.0,t,1,0.13
8188,1310304,2011-10-19,within a day,0.95,0.52,f,144.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,1.0,1.0,43.0,32,330,t,0,2022-08-13,4.33,f,42,0.23
8189,126739564,2017-04-20,within a few hours,1.0,0.75,f,13.0,t,t,la Barceloneta,Ciutat Vella,Private room,1,1.0,1.0,1.0,16.0,60,1125,t,0,2020-02-04,4.67,f,3,0.14
8190,231081548,2018-12-17,within a day,1.0,0.92,f,6.0,t,t,la Barceloneta,Ciutat Vella,Entire home/apt,3,1.0,1.0,1.0,45.0,32,1125,t,0,2022-02-20,4.2,f,5,0.27
8192,134698146,2017-06-12,within an hour,1.0,1.0,f,57.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,3,1.0,1.0,2.0,179.0,1,1125,t,1,2022-05-18,4.21,f,32,0.88
8193,308119248,2019-11-08,within an hour,1.0,0.99,f,2.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Shared room,2,1.0,1.0,1.0,15.0,1,90,t,11,2020-01-26,4.09,t,2,3.02
8194,265193861,2019-05-30,within an hour,0.92,0.98,f,160.0,t,t,Sants - Badal,Sants-Montjuic,Entire home/apt,4,1.0,3.0,4.0,77.0,32,360,t,0,2021-12-15,2.0,t,136,0.14
8196,282934063,2019-08-05,within a day,0.5,0.69,f,2.0,t,t,la Sagrada Familia,Eixample,Private room,2,1.0,1.0,1.0,29.0,31,62,t,0,2020-02-23,4.95,f,1,0.86
8197,319866932,2019-12-22,within an hour,0.75,1.0,t,2.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Private room,1,1.0,1.0,1.0,59.0,6,60,t,9,2020-01-03,4.85,f,1,2.08
8200,6544866,2013-05-23,within an hour,1.0,0.98,t,19.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,6,2.0,3.0,3.0,311.0,1,1125,t,5,2021-10-22,4.89,f,12,2.06
8201,4459553,2012-12-21,within an hour,0.99,0.86,f,223.0,t,t,el Poblenou,Sant Marti,Entire home/apt,5,0.0,2.0,4.0,114.0,3,45,t,10,2020-01-27,4.28,f,184,0.89
8206,4459553,2012-12-21,within an hour,0.99,0.86,f,223.0,t,t,el Poblenou,Sant Marti,Entire home/apt,6,0.0,3.0,4.0,124.0,3,45,t,16,2020-01-17,4.18,f,184,1.26
8208,4459553,2012-12-21,within an hour,0.99,0.86,f,223.0,t,t,el Poblenou,Sant Marti,Entire home/apt,6,0.0,3.0,4.0,109.0,3,45,t,8,2020-02-05,4.42,f,184,0.71
8209,2819397,2012-07-03,within an hour,1.0,1.0,f,81.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,2,2.0,2.0,4.0,300.0,28,365,t,17,2020-02-19,4.5,t,45,0.05
8210,35936647,2015-06-16,within an hour,0.99,0.99,f,47.0,t,t,el Putxet i el Farro,Sarria-Sant Gervasi,Entire home/apt,6,1.0,3.0,4.0,226.0,1,365,t,22,2020-01-27,4.59,t,43,0.89
8211,1447144,2011-11-27,within an hour,0.84,0.12,f,343.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,12,3.0,6.0,18.0,724.0,1,1125,t,30,2020-02-20,5.0,f,159,0.02
8212,249829780,2019-03-19,within an hour,1.0,0.97,f,7.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,7,2.0,4.0,7.0,338.0,1,999,t,10,2020-01-04,4.7,f,5,2.06
8213,260172468,2019-05-06,within a few hours,1.0,0.96,f,6.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,6,2.5,3.0,5.0,205.0,1,1125,t,6,2020-01-04,4.74,f,6,2.79
8214,263406860,2019-05-22,within an hour,0.98,1.0,f,33.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,8,1.5,5.0,7.0,202.0,3,1125,t,8,2020-01-21,4.49,t,24,1.9
8215,2819397,2012-07-03,within an hour,1.0,1.0,f,81.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,6,2.0,2.0,5.0,350.0,28,356,t,10,2020-02-09,4.5,t,45,0.05
8217,322698130,2019-12-30,within an hour,1.0,1.0,t,2.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,5,1.0,3.0,3.0,250.0,32,1125,t,22,2020-03-27,5.0,f,1,0.19
8218,320246830,2019-12-23,within an hour,1.0,0.99,t,1.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,7,2.0,2.0,4.0,183.0,2,32,t,9,2020-02-24,4.78,f,1,2.23
8220,49896352,2015-11-25,within a few hours,0.95,0.87,f,11.0,t,t,el Guinardo,Horta-Guinardo,Private room,1,1.5,1.0,1.0,27.0,31,1125,t,30,2022-08-31,3.67,f,6,0.24
8221,47171261,2015-10-22,within an hour,0.97,0.99,f,125.0,t,t,la Barceloneta,Ciutat Vella,Entire home/apt,3,1.0,2.0,2.0,128.0,32,1124,t,2,2021-12-27,4.4,t,76,0.24
8222,102995558,2016-11-08,within an hour,1.0,1.0,t,3.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Private room,1,1.0,1.0,1.0,45.0,9,1125,t,1,2021-06-22,4.75,f,3,0.45
8228,7701111,2013-07-24,a few days or more,0.0,0.5,f,5.0,t,t,el Barri Gotic,Ciutat Vella,Private room,1,1.0,1.0,1.0,70.0,30,1125,t,29,2020-01-10,5.0,f,2,0.04
8229,238724735,2019-01-24,within an hour,0.94,1.0,f,28.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,4,2.0,2.0,2.0,185.0,3,1125,t,7,2021-11-09,3.83,t,23,0.81
8231,4459553,2012-12-21,within an hour,0.99,0.86,f,223.0,t,t,Hostafrancs,Sants-Montjuic,Entire home/apt,8,0.0,3.0,7.0,143.0,3,45,t,12,2020-02-06,3.79,f,184,0.55
8232,567180,2011-05-08,within a few hours,0.88,0.98,f,19.0,t,f,la Sagrada Familia,Eixample,Entire home/apt,8,2.0,3.0,6.0,314.0,2,32,f,0,2020-07-09,4.67,f,19,1.48
8235,43565515,2015-09-07,within an hour,0.97,0.97,t,38.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,10,4.0,5.0,7.0,276.0,1,1125,t,5,2021-09-02,5.0,f,36,0.16
8237,127482361,2017-04-25,within an hour,0.96,0.99,f,9.0,t,t,la Barceloneta,Ciutat Vella,Entire home/apt,4,1.0,1.0,3.0,77.0,32,1125,t,13,2020-02-15,4.64,t,6,0.25
8238,168172986,2018-01-16,within an hour,1.0,0.96,t,13.0,t,t,el Poblenou,Sant Marti,Entire home/apt,5,2.0,2.0,4.0,300.0,1,365,t,3,2021-09-30,4.88,t,9,0.34
8240,325564929,2020-01-08,within an hour,1.0,1.0,t,8.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,4,1.0,2.0,2.0,80.0,31,1125,t,0,2020-07-30,4.73,t,6,0.29
8241,2819397,2012-07-03,within an hour,1.0,1.0,f,81.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,5,1.0,3.0,5.0,350.0,28,365,t,19,2020-01-10,5.0,t,45,0.04
8242,27573426,2015-02-11,within an hour,0.94,0.86,f,41.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,4,1.5,2.0,3.0,74.0,32,1125,t,0,2023-01-18,3.67,f,18,0.39
8243,53978279,2016-01-09,within an hour,1.0,1.0,t,2.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,6,1.0,2.0,2.0,85.0,900,1125,t,30,2021-08-20,4.5,t,2,0.08
8246,297352946,2019-09-23,within an hour,1.0,1.0,f,3.0,t,t,la Dreta de l'Eixample,Eixample,Private room,3,1.0,2.0,2.0,36.0,31,1125,t,0,2020-02-06,3.92,f,3,0.3
8247,36474227,2015-06-22,within a few hours,1.0,1.0,t,1.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,5,2.0,4.0,4.0,110.0,32,365,t,0,2020-03-17,4.83,f,1,0.14
8248,271226374,2019-06-25,within an hour,0.99,0.91,f,93.0,t,t,el Camp d'en Grassot i Gracia Nova,Gracia,Entire home/apt,4,1.0,1.0,1.0,164.0,1,365,t,16,2020-01-31,4.38,t,46,0.59
8250,2598629,2012-06-10,within an hour,1.0,1.0,t,3.0,t,t,la Vila de Gracia,Gracia,Private room,1,1.0,1.0,1.0,31.0,31,90,t,13,2022-03-09,4.82,f,3,0.93
8252,297352946,2019-09-23,within an hour,1.0,1.0,f,3.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,3,1.0,1.0,1.0,30.0,31,180,t,30,2020-01-27,3.86,f,3,0.16
8255,41669344,2015-08-16,within an hour,1.0,1.0,f,1.0,t,t,la Maternitat i Sant Ramon,Les Corts,Private room,1,2.0,1.0,1.0,50.0,31,90,t,27,2020-03-26,5.0,f,1,0.07
8256,326716691,2020-01-12,within an hour,1.0,0.99,t,1.0,t,t,el Poblenou,Sant Marti,Private room,2,1.0,1.0,1.0,103.0,5,60,t,3,2021-07-11,4.78,f,1,3.08
8257,1447144,2011-11-27,within an hour,0.84,0.12,f,343.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,9,3.0,6.0,8.0,483.0,1,1125,t,30,2022-10-16,5.0,f,159,0.09
8260,68522782,2016-04-23,within a day,0.6,0.46,f,3.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,1.0,2.0,70.0,32,1125,t,0,2023-05-01,4.0,f,3,0.23
8261,4985749,2013-02-06,within an hour,1.0,0.99,f,20.0,t,t,el Raval,Ciutat Vella,Entire home/apt,6,2.0,3.0,6.0,199.0,6,1125,t,2,2020-02-22,4.41,t,20,4.18
8265,4906099,2013-01-30,within an hour,1.0,1.0,f,33.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,5,1.0,3.0,4.0,184.0,3,120,t,16,2020-02-16,4.05,t,6,0.95
8266,322963915,2019-12-31,within a day,1.0,0.8,f,1.0,t,t,el Raval,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,37.0,32,1125,t,6,2021-09-16,3.2,f,1,0.21
8267,1447144,2011-11-27,within an hour,0.84,0.12,f,343.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,4,1.0,3.0,4.0,180.0,1,1125,t,30,2022-07-17,4.5,f,159,0.14
8268,632830,2011-05-27,within an hour,1.0,0.98,f,17.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,3,1.0,2.0,2.0,42.0,31,1125,t,4,2020-02-25,4.5,f,3,0.14
8269,1447144,2011-11-27,within an hour,0.84,0.12,f,343.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,4,1.0,2.0,3.0,220.0,1,1125,t,30,2020-02-22,5.0,f,159,0.02
8273,4459553,2012-12-21,within an hour,0.99,0.86,f,223.0,t,t,Sant Antoni,Eixample,Entire home/apt,5,0.0,3.0,3.0,141.0,2,45,t,9,2020-02-22,4.42,f,184,0.84
8276,134698146,2017-06-12,within an hour,1.0,1.0,f,57.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,3,1.0,1.0,2.0,170.0,1,1125,t,1,2021-10-28,4.17,f,32,1.02
8277,299462,2010-11-26,within an hour,0.96,1.0,f,297.0,t,t,les Corts,Les Corts,Entire home/apt,5,1.0,3.0,4.0,132.0,3,1125,t,10,2020-01-20,4.65,t,140,1.56
8279,112442355,2017-01-20,within an hour,0.95,0.54,t,4.0,t,t,la Dreta de l'Eixample,Eixample,Private room,1,1.0,1.0,1.0,66.0,1,3,t,19,2022-10-23,4.67,f,3,1.41
8280,16773140,2014-06-14,within an hour,1.0,1.0,f,2.0,t,t,el Raval,Ciutat Vella,Private room,5,1.0,3.0,3.0,50.0,2,31,t,18,2023-02-12,4.52,t,1,4.2
8281,4459553,2012-12-21,within an hour,0.99,0.86,f,223.0,t,t,la Maternitat i Sant Ramon,Les Corts,Entire home/apt,7,0.0,3.0,6.0,94.0,3,45,t,26,2020-02-21,3.89,f,184,0.63
8282,4459553,2012-12-21,within an hour,0.99,0.86,f,223.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,4,1.0,2.0,3.0,93.0,3,45,t,12,2020-07-11,3.94,f,184,0.83
8283,134698146,2017-06-12,within an hour,1.0,1.0,f,57.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,3,1.0,1.0,2.0,157.0,1,1125,t,2,2020-03-16,4.41,f,32,0.4
8284,111554365,2017-01-15,within an hour,1.0,1.0,f,2.0,t,t,Can Baro,Horta-Guinardo,Private room,2,1.0,1.0,1.0,23.0,31,1125,t,0,2021-07-05,5.0,f,2,0.08
