,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,first_review,review_scores_rating,instant_bookable,calculated_host_listings_count,reviews_per_month
15902,335570948,2020-02-12,within a day,0.75,0.74,f,19.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,62.0,31,365,t,3,2023-07-08,5.0,f,15,0.49
15904,32037490,2015-04-27,within an hour,0.99,1.0,f,242.0,t,t,Sant Antoni,Eixample,Entire home/apt,5,2.0,2.0,3.0,70.0,1,365,t,30,2023-07-19,4.0,t,221,0.6
15906,513236009,2023-05-05,within an hour,1.0,0.99,f,17.0,f,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,3,1.0,2.0,2.0,77.0,3,365,t,20,2023-06-11,4.18,f,1,3.75
15907,367041953,2020-09-11,within an hour,1.0,1.0,f,36.0,t,f,la Dreta de l'Eixample,Eixample,Private room,2,1.0,1.0,1.0,73.0,1,365,t,5,2023-05-28,5.0,t,9,2.06
15912,169485804,2018-01-23,within an hour,0.94,0.95,f,3.0,t,t,el Camp de l'Arpa del Clot,Sant Marti,Private room,2,2.0,1.0,1.0,65.0,3,1125,t,10,2023-07-16,4.67,t,2,1.7
15913,514872093,2023-05-15,within an hour,1.0,1.0,f,1.0,t,t,el Poblenou,Sant Marti,Private room,2,1.0,1.0,1.0,98.0,1,730,t,21,2023-05-31,5.0,t,1,2.73
15914,74189875,2016-05-26,within an hour,1.0,1.0,t,19.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Private room,1,2.0,1.0,1.0,35.0,31,95,t,3,2023-06-16,5.0,t,11,1.08
15917,76248286,2016-06-06,within an hour,1.0,1.0,f,2.0,t,t,el Camp de l'Arpa del Clot,Sant Marti,Entire home/apt,2,1.0,1.0,1.0,46.0,32,330,t,5,2023-07-22,5.0,f,2,1.28
15918,2598388,2012-06-10,within an hour,1.0,0.94,f,2.0,t,t,el Barri Gotic,Ciutat Vella,Private room,2,1.0,1.0,1.0,106.0,2,3,t,6,2023-06-18,5.0,t,1,1.11
15919,1391607,2011-11-10,within a few hours,0.98,0.99,f,205.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,4,1.0,1.0,2.0,148.0,3,32,t,9,2023-07-08,3.83,f,136,2.95
15922,1391607,2011-11-10,within a few hours,0.98,0.99,f,205.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,4,2.0,2.0,3.0,159.0,3,32,t,2,2023-06-17,4.31,f,136,4.76
15923,342601808,2020-03-27,within an hour,1.0,0.88,f,4.0,t,t,el Raval,Ciutat Vella,Private room,3,1.0,1.0,1.0,70.0,1,365,t,11,2023-07-03,4.57,f,3,6.36
15924,367041953,2020-09-11,within an hour,1.0,1.0,f,36.0,t,f,la Dreta de l'Eixample,Eixample,Private room,2,2.0,1.0,1.0,76.0,1,365,t,12,2023-05-26,4.5,t,9,0.58
15926,91056370,2016-08-21,within a few hours,0.8,0.86,f,1.0,t,t,el Poble Sec,Sants-Montjuic,Private room,1,1.0,1.0,1.0,45.0,1,365,t,2,2023-06-10,4.9,f,1,3.37
15927,367041953,2020-09-11,within an hour,1.0,1.0,f,36.0,t,f,la Dreta de l'Eixample,Eixample,Private room,2,2.0,1.0,1.0,76.0,1,365,t,4,2023-05-27,4.63,t,9,2.33
15928,415625404,2021-07-28,within an hour,1.0,1.0,f,4.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Private room,2,1.0,1.0,1.0,50.0,2,365,t,23,2023-07-20,4.43,f,2,4.29
15930,357946540,2020-07-23,within a day,0.96,0.59,f,305.0,t,t,el Baix Guinardo,Horta-Guinardo,Private room,1,2.0,1.0,1.0,25.0,33,360,t,0,2023-09-02,4.0,f,239,1.0
15931,357946540,2020-07-23,within a day,0.96,0.59,f,305.0,t,t,la Dreta de l'Eixample,Eixample,Private room,1,2.0,1.0,1.0,33.0,33,360,t,3,2023-08-22,4.0,f,239,1.0
15932,134698146,2017-06-12,within an hour,1.0,1.0,f,57.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Entire home/apt,2,1.0,1.0,1.0,150.0,1,1125,t,5,2023-05-25,4.67,f,32,1.71
15933,512058432,2023-04-27,within an hour,1.0,0.99,t,2.0,t,t,el Barri Gotic,Ciutat Vella,Private room,2,1.5,1.0,1.0,59.0,1,365,t,8,2023-05-15,4.86,t,2,5.48
15934,65135176,2016-03-30,within an hour,0.94,0.93,f,2.0,t,t,Sant Antoni,Eixample,Private room,2,1.0,1.0,1.0,79.0,2,365,t,0,2023-06-30,4.6,f,2,4.35
15935,32037490,2015-04-27,within an hour,0.99,1.0,f,242.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,1.0,2.0,189.0,1,365,t,14,2023-05-31,4.7,t,221,3.03
15936,514220265,2023-05-11,within an hour,1.0,1.0,f,2.0,t,t,el Barri Gotic,Ciutat Vella,Private room,2,1.5,1.0,1.0,56.0,1,2,t,15,2023-05-14,4.4,t,2,6.47
15937,377307511,2020-11-28,within an hour,1.0,0.91,f,2.0,t,t,el Raval,Ciutat Vella,Private room,2,1.0,1.0,1.0,77.0,1,6,t,0,2023-06-02,4.85,f,1,4.02
15945,514920968,2023-05-15,within an hour,0.93,0.9,f,7.0,t,t,el Poble Sec,Sants-Montjuic,Private room,2,1.0,1.0,1.0,62.0,4,365,t,12,2023-07-22,5.0,f,2,2.55
15948,514920968,2023-05-15,within an hour,0.93,0.9,f,7.0,t,t,el Poble Sec,Sants-Montjuic,Private room,1,1.0,1.0,1.0,50.0,5,365,t,10,2023-06-28,4.75,f,2,3.38
15949,511396368,2023-04-23,within an hour,1.0,1.0,f,1.0,t,t,el Poblenou,Sant Marti,Entire home/apt,2,1.0,1.0,1.0,139.0,1,365,t,14,2023-05-27,4.74,f,1,5.53
15950,513889987,2023-05-09,within an hour,1.0,1.0,f,11.0,f,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,3,1.0,2.0,2.0,91.0,3,365,t,14,2023-06-26,4.45,t,8,4.52
15951,9400556,2013-10-13,within an hour,0.99,0.98,f,88.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,6,2.5,3.0,3.0,98.0,1,1125,t,5,2023-06-10,4.83,t,49,2.02
15952,511771696,2023-04-25,within an hour,1.0,0.97,f,2.0,t,t,el Clot,Sant Marti,Private room,2,1.0,1.0,1.0,40.0,1,1125,t,6,2023-05-20,4.54,t,2,6.55
15953,513889987,2023-05-09,within an hour,1.0,1.0,f,11.0,f,t,la Dreta de l'Eixample,Eixample,Private room,3,1.0,2.0,2.0,64.0,3,365,t,20,2023-06-18,4.5,f,8,2.96
15954,413533062,2021-07-17,within an hour,1.0,0.99,f,5.0,t,t,el Barri Gotic,Ciutat Vella,Private room,4,1.5,2.0,2.0,117.0,3,90,t,12,2023-06-13,4.2,t,2,3.49
15955,6057270,2013-04-23,within an hour,1.0,1.0,t,18.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,3,1.0,1.0,2.0,135.0,3,1125,t,1,2023-07-18,4.75,t,10,4.71
15956,513889987,2023-05-09,within an hour,1.0,1.0,f,11.0,f,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,3,1.0,2.0,2.0,72.0,3,365,t,5,2023-07-01,4.43,f,8,3.09
15957,505964844,2023-03-18,within an hour,1.0,0.96,t,10.0,t,t,Sant Marti de Provencals,Sant Marti,Private room,1,1.0,1.0,1.0,52.0,1,7,t,17,2023-06-04,4.97,f,10,9.16
15958,237970773,2019-01-21,within an hour,1.0,0.99,t,10.0,t,t,Sants,Sants-Montjuic,Private room,2,1.5,1.0,1.0,50.0,1,365,t,4,2023-06-01,4.87,f,6,4.59
15961,513889987,2023-05-09,within an hour,1.0,1.0,f,11.0,f,t,la Dreta de l'Eixample,Eixample,Private room,2,1.0,2.0,2.0,56.0,3,365,t,19,2023-08-12,3.0,t,8,1.0
15962,357946540,2020-07-23,within a day,0.96,0.59,f,305.0,t,t,el Barri Gotic,Ciutat Vella,Private room,1,4.0,1.0,1.0,32.0,33,360,t,20,2023-08-08,5.0,f,239,1.0
15963,357946540,2020-07-23,within a day,0.96,0.59,f,305.0,t,t,el Barri Gotic,Ciutat Vella,Private room,1,4.0,1.0,1.0,31.0,33,360,t,0,2023-09-02,5.0,f,239,1.0
15966,470310097,2022-07-19,within a day,1.0,0.79,f,2.0,t,t,la Dreta de l'Eixample,Eixample,Private room,2,1.0,1.0,1.0,65.0,2,31,t,7,2023-06-05,4.71,f,1,4.47
15972,483129787,2022-10-11,within a day,0.61,0.53,f,14.0,t,t,el Camp de l'Arpa del Clot,Sant Marti,Entire home/apt,4,1.0,1.0,3.0,71.0,31,365,t,4,2023-06-22,3.0,f,12,0.39
15974,221167761,2018-10-17,within an hour,1.0,1.0,f,4.0,t,t,el Parc i la Llacuna del Poblenou,Sant Marti,Private room,2,2.5,1.0,1.0,78.0,31,365,t,6,2023-06-13,3.8,f,2,3.49
15975,63348774,2016-03-17,within a few hours,1.0,0.33,f,2.0,t,t,Sants,Sants-Montjuic,Entire home/apt,4,1.0,1.0,2.0,120.0,1,365,t,0,2023-06-12,5.0,f,1,0.34
15976,514540365,2023-05-13,within an hour,0.93,0.91,f,11.0,t,t,Sants - Badal,Sants-Montjuic,Private room,1,1.0,1.0,1.0,42.0,1,365,t,17,2023-07-15,5.0,f,1,1.11
15978,232073957,2018-12-23,within an hour,1.0,1.0,f,2.0,f,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,2,1.0,1.0,1.0,70.0,31,365,t,7,2023-06-18,5.0,f,1,2.22
15979,45035822,2015-09-24,within a day,0.5,0.22,f,2.0,t,t,el Raval,Ciutat Vella,Private room,1,1.0,1.0,1.0,67.0,1,1125,t,21,2023-07-15,5.0,f,1,0.56
15982,212496193,2018-08-29,within an hour,1.0,1.0,f,1.0,t,t,Sant Andreu,Sant Andreu,Private room,1,1.0,1.0,1.0,30.0,31,31,t,15,2023-07-31,5.0,f,1,0.79
15985,367041953,2020-09-11,within an hour,1.0,1.0,f,36.0,t,f,la Dreta de l'Eixample,Eixample,Private room,2,1.0,2.0,2.0,66.0,1,365,t,9,2023-05-20,4.11,t,9,2.45
15986,513914629,2023-05-09,within an hour,0.93,0.94,f,1.0,t,t,la Vila de Gracia,Gracia,Private room,2,1.5,2.0,2.0,72.0,2,350,t,21,2023-05-22,4.53,f,1,4.17
15987,9400556,2013-10-13,within an hour,0.99,0.98,f,88.0,t,t,el Raval,Ciutat Vella,Entire home/apt,4,1.0,2.0,2.0,75.0,1,1125,t,5,2023-07-12,4.8,t,49,2.63
15988,513780519,2023-05-08,within an hour,1.0,0.98,f,2.0,t,t,la Vila de Gracia,Gracia,Private room,2,1.5,2.0,2.0,64.0,2,350,t,18,2023-05-28,4.8,f,2,2.94
15990,15852448,2014-05-22,within an hour,1.0,1.0,f,4.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Private room,2,1.0,1.0,1.0,58.0,3,365,t,17,2023-06-09,5.0,t,3,0.33
15991,514576544,2023-05-13,within a day,1.0,0.91,f,1.0,t,t,el Camp de l'Arpa del Clot,Sant Marti,Entire home/apt,3,1.0,2.0,3.0,140.0,2,30,t,1,2023-06-05,5.0,f,1,2.23
15992,427919524,2021-10-18,within an hour,1.0,1.0,f,2.0,t,t,Torre Baro,Nou Barris,Private room,2,1.0,1.0,1.0,51.0,1,41,t,4,2023-07-09,4.92,f,2,6.0
15993,74189875,2016-05-26,within an hour,1.0,1.0,t,19.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Private room,1,2.0,1.0,1.0,33.0,31,93,t,2,2023-08-02,5.0,t,11,0.83
15996,146859530,2017-08-20,within an hour,0.9,1.0,f,51.0,t,t,el Poblenou,Sant Marti,Entire home/apt,4,2.0,2.0,3.0,156.0,31,365,t,0,2023-08-31,5.0,f,5,1.0
15997,220918313,2018-10-16,within an hour,1.0,1.0,f,11.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,153.0,10,365,t,28,2023-06-14,4.75,t,5,1.41
15998,14544418,2014-04-21,within an hour,0.98,0.99,f,11.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,5,1.0,2.0,3.0,147.0,1,365,t,21,2023-05-21,3.43,t,8,1.93
16000,480528,2011-04-03,within an hour,1.0,1.0,f,62.0,t,t,el Raval,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,121.0,32,1125,t,8,2023-08-30,5.0,f,24,1.0
16001,73995629,2016-05-25,within a few hours,0.92,0.89,f,2.0,t,t,el Barri Gotic,Ciutat Vella,Private room,2,1.0,1.0,2.0,46.0,1,30,t,13,2023-05-28,4.5,f,1,4.12
16003,74189875,2016-05-26,within an hour,1.0,1.0,t,19.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Private room,1,2.0,1.0,1.0,27.0,31,93,t,12,2023-06-28,5.0,t,11,0.42
16004,514851770,2023-05-15,within an hour,0.99,0.99,f,17.0,f,t,el Barri Gotic,Ciutat Vella,Private room,3,1.0,2.0,2.0,67.0,3,365,t,11,2023-06-27,3.67,t,8,2.5
16005,514851770,2023-05-15,within an hour,0.99,0.99,f,17.0,f,t,el Barri Gotic,Ciutat Vella,Private room,3,1.0,2.0,2.0,67.0,3,365,t,8,2023-06-14,3.83,t,8,2.12
16006,473062147,2022-08-03,within an hour,1.0,0.57,f,1.0,t,t,la Dreta de l'Eixample,Eixample,Private room,2,1.0,1.0,1.0,80.0,1,365,t,4,2023-06-17,4.93,f,1,5.49
16007,30551341,2015-04-03,a few days or more,0.43,0.3,f,1.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Private room,1,1.0,1.0,1.0,49.0,2,365,t,4,2023-05-29,4.92,f,1,3.56
16009,221480824,2018-10-19,within an hour,0.98,0.98,f,112.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,1,1.0,1.0,1.0,35.0,32,365,t,0,2023-07-26,5.0,t,88,0.7
16012,514851770,2023-05-15,within an hour,0.99,0.99,f,17.0,f,t,el Barri Gotic,Ciutat Vella,Private room,3,1.0,2.0,2.0,67.0,3,365,t,24,2023-06-18,4.17,t,8,2.22
16013,515399545,2023-05-18,within a few hours,1.0,0.89,f,1.0,t,t,la Dreta de l'Eixample,Eixample,Private room,4,1.0,2.0,2.0,74.0,2,1125,t,0,2023-08-16,4.5,f,1,4.0
16016,515432187,2023-05-18,within an hour,1.0,1.0,f,3.0,f,t,la Sagrada Familia,Eixample,Private room,1,1.0,1.0,1.0,25.0,31,364,t,1,2023-08-05,5.0,f,1,0.91
16020,514851770,2023-05-15,within an hour,0.99,0.99,f,17.0,f,t,el Barri Gotic,Ciutat Vella,Private room,3,1.0,2.0,2.0,74.0,3,365,t,17,2023-07-09,4.38,t,8,4.0
16021,161123633,2017-12-03,within a few hours,1.0,0.96,f,13.0,t,t,Sant Antoni,Eixample,Private room,2,2.0,2.0,2.0,30.0,31,365,t,1,2023-08-04,4.0,t,5,0.88
16024,514851770,2023-05-15,within an hour,0.99,0.99,f,17.0,f,t,el Barri Gotic,Ciutat Vella,Private room,3,1.0,2.0,2.0,67.0,3,365,t,10,2023-06-15,4.0,t,8,1.79
16026,109434487,2017-01-02,within an hour,1.0,0.98,f,2.0,t,t,el Barri Gotic,Ciutat Vella,Private room,4,1.0,3.0,3.0,144.0,1,1125,t,5,2023-06-08,4.38,t,2,5.27
16027,10380563,2013-12-02,within an hour,0.98,0.99,f,84.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Entire home/apt,4,1.0,1.0,2.0,65.0,1,1125,t,21,2023-07-30,4.5,t,42,4.62
16029,129000409,2017-05-05,within an hour,1.0,0.99,f,340.0,t,t,Sant Gervasi - la Bonanova,Sarria-Sant Gervasi,Entire home/apt,5,2.0,3.0,2.0,361.0,1,1125,t,10,2023-06-01,4.33,t,30,0.92
16032,497981528,2023-01-25,within a few hours,1.0,1.0,f,1.0,t,t,la Dreta de l'Eixample,Eixample,Private room,1,1.0,1.0,1.0,24.0,31,62,t,13,2023-08-06,5.0,f,1,0.94
16034,514840866,2023-05-15,within an hour,1.0,0.96,f,16.0,f,t,el Raval,Ciutat Vella,Private room,3,1.0,2.0,2.0,65.0,1,365,t,17,2023-08-16,5.0,f,4,1.0
16035,430288727,2021-11-03,within an hour,0.97,1.0,f,3.0,t,t,la Vila de Gracia,Gracia,Private room,2,1.0,1.0,1.0,52.0,2,365,t,16,2023-06-02,4.83,f,3,1.86
16036,498834040,2023-01-31,within an hour,1.0,0.71,f,7.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,8,4.0,4.0,4.0,260.0,32,365,t,3,2023-08-10,5.0,f,5,1.0
16037,514840866,2023-05-15,within an hour,1.0,0.96,f,16.0,f,t,el Raval,Ciutat Vella,Private room,2,1.0,2.0,2.0,70.0,3,365,t,12,2023-07-25,4.57,f,4,4.77
16039,514840866,2023-05-15,within an hour,1.0,0.96,f,16.0,f,t,el Raval,Ciutat Vella,Private room,3,1.0,2.0,2.0,81.0,3,365,t,13,2023-06-10,4.67,f,4,1.01
16040,86551441,2016-07-28,within a few hours,0.88,0.81,f,68.0,t,t,el Raval,Ciutat Vella,Entire home/apt,4,1.0,2.0,2.0,70.0,32,365,t,5,2023-08-12,1.0,f,28,1.0
16041,148411205,2017-08-30,within an hour,1.0,1.0,f,2.0,t,t,la Dreta de l'Eixample,Eixample,Private room,2,2.0,1.0,1.0,65.0,3,90,t,4,2023-06-19,5.0,f,2,1.88
16042,514220265,2023-05-11,within an hour,1.0,1.0,f,2.0,t,t,el Barri Gotic,Ciutat Vella,Private room,2,1.5,1.0,1.0,57.0,1,365,t,13,2023-05-29,4.67,t,2,7.13
16046,515208831,2023-05-17,within an hour,1.0,0.86,f,1.0,t,t,el Besos i el Maresme,Sant Marti,Private room,2,1.0,1.0,1.0,62.0,1,365,t,15,2023-06-02,4.29,f,1,2.16
16048,515881095,2023-05-21,within a few hours,0.91,0.66,f,1.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Private room,2,1.0,2.0,2.0,79.0,2,32,t,2,2023-06-07,4.93,f,1,4.89
16049,299462,2010-11-26,within an hour,0.96,1.0,f,297.0,t,t,Sant Antoni,Eixample,Entire home/apt,7,1.5,4.0,5.0,213.0,2,365,t,10,2023-06-01,3.89,t,140,2.76
16052,505336935,2023-03-14,within an hour,0.97,1.0,f,45.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Entire home/apt,4,1.0,2.0,3.0,183.0,1,365,t,21,2023-06-06,2.5,t,41,0.65
16053,299462,2010-11-26,within an hour,0.96,1.0,f,297.0,t,t,Sant Antoni,Eixample,Entire home/apt,3,1.0,3.0,4.0,226.0,2,365,t,1,2023-06-11,4.83,t,140,2.05
16054,505336935,2023-03-14,within an hour,0.97,1.0,f,45.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Entire home/apt,4,1.0,2.0,3.0,183.0,1,365,t,6,2023-06-28,3.0,t,41,0.42
16055,505336935,2023-03-14,within an hour,0.97,1.0,f,45.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Entire home/apt,3,1.0,1.0,2.0,132.0,1,365,t,4,2023-07-13,3.0,t,41,1.07
16057,299462,2010-11-26,within an hour,0.96,1.0,f,297.0,t,t,Hostafrancs,Sants-Montjuic,Entire home/apt,10,2.0,5.0,7.0,290.0,2,365,t,10,2023-06-04,4.63,t,140,2.53
16059,505336935,2023-03-14,within an hour,0.97,1.0,f,45.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Entire home/apt,2,1.0,1.0,1.0,132.0,1,365,t,10,2023-08-11,2.0,t,41,1.0
16060,26193907,2015-01-16,within an hour,1.0,0.98,t,31.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,6,2.0,3.0,5.0,291.0,1,365,t,7,2023-06-07,5.0,t,8,2.28
16064,357946540,2020-07-23,within a day,0.96,0.59,f,305.0,t,t,la Dreta de l'Eixample,Eixample,Private room,1,2.0,1.0,1.0,25.0,33,360,t,3,2023-09-03,5.0,f,239,1.0
16065,510427975,2023-04-17,within an hour,1.0,1.0,f,1.0,t,t,la Verneda i la Pau,Sant Marti,Private room,1,1.0,1.0,1.0,43.0,3,6,t,15,2023-07-06,4.5,f,1,0.95
16069,515501160,2023-05-19,within an hour,1.0,1.0,f,1.0,t,t,el Raval,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,69.0,32,365,t,1,2023-07-31,5.0,f,1,0.79
16070,1221038,2011-09-28,within an hour,1.0,0.99,f,9.0,t,t,el Bon Pastor,Sant Andreu,Entire home/apt,2,1.0,1.0,1.0,126.0,3,30,t,30,2023-06-04,5.0,t,3,0.95
16074,357946540,2020-07-23,within a day,0.96,0.59,f,305.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Private room,1,2.0,1.0,1.0,23.0,33,360,t,0,2023-09-03,4.0,f,239,1.0
16076,133504678,2017-06-05,within an hour,1.0,1.0,f,2.0,t,t,el Bon Pastor,Sant Andreu,Entire home/apt,2,1.0,1.0,1.0,49.0,31,100,t,4,2023-08-31,5.0,f,1,1.0
16080,513621012,2023-05-07,within a day,0.71,0.6,f,2.0,t,t,Vilapicina i la Torre Llobeta,Nou Barris,Private room,1,1.5,1.0,1.0,60.0,1,1125,t,21,2023-06-18,4.67,f,1,1.11
16082,424664015,2021-09-26,within an hour,1.0,1.0,f,47.0,t,t,la Bordeta,Sants-Montjuic,Private room,2,1.0,1.0,1.0,66.0,1,365,t,12,2023-06-04,4.25,t,13,1.26
16083,510942439,2023-04-20,within an hour,1.0,1.0,t,3.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,7,2.0,4.0,5.0,388.0,2,30,t,13,2023-05-30,5.0,f,2,1.8
16084,516323372,2023-05-24,within an hour,0.94,0.99,f,9.0,t,t,el Poblenou,Sant Marti,Entire home/apt,4,1.0,2.0,2.0,170.0,3,364,t,4,2023-07-29,4.83,t,9,4.5
16085,505336935,2023-03-14,within an hour,0.97,1.0,f,45.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Entire home/apt,6,1.5,2.0,3.0,161.0,1,365,t,18,2023-07-28,2.0,t,41,0.73
16086,1414702,2011-11-16,within an hour,0.92,0.9,f,95.0,t,t,Sant Andreu,Sant Andreu,Entire home/apt,5,1.0,2.0,3.0,166.0,1,365,t,9,2023-06-04,4.5,t,28,1.26
16090,514677605,2023-05-14,within a few hours,1.0,0.4,f,1.0,t,t,el Clot,Sant Marti,Entire home/apt,6,1.5,4.0,4.0,90.0,31,365,t,6,2023-08-06,5.0,f,1,0.94
16091,2035622,2012-03-30,within an hour,1.0,0.85,f,1.0,t,t,la Barceloneta,Ciutat Vella,Entire home/apt,3,1.5,2.0,2.0,139.0,2,7,t,10,2023-07-05,3.5,t,1,0.94
16094,299462,2010-11-26,within an hour,0.96,1.0,f,297.0,t,t,Hostafrancs,Sants-Montjuic,Entire home/apt,4,1.0,2.0,3.0,153.0,2,365,t,5,2023-06-09,4.83,t,140,2.0
16097,299462,2010-11-26,within an hour,0.96,1.0,f,297.0,t,t,Hostafrancs,Sants-Montjuic,Entire home/apt,4,1.0,2.0,3.0,153.0,2,365,t,4,2023-06-15,4.78,t,140,3.21
16100,38908036,2015-07-19,within an hour,1.0,0.96,f,3.0,t,t,Provencals del Poblenou,Sant Marti,Private room,1,0.5,1.0,1.0,50.0,1,10,t,7,2023-07-02,4.85,f,1,5.82
16101,365078872,2020-08-30,within an hour,0.99,1.0,f,114.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,4,1.0,1.0,2.0,181.0,2,365,t,25,2023-05-26,4.5,t,52,1.15
16102,299462,2010-11-26,within an hour,0.96,1.0,f,297.0,t,t,Hostafrancs,Sants-Montjuic,Entire home/apt,4,1.0,2.0,3.0,153.0,2,365,t,10,2023-06-10,4.64,t,140,3.71
16104,514844286,2023-05-15,within an hour,0.85,0.97,f,6.0,f,t,el Barri Gotic,Ciutat Vella,Private room,3,1.0,1.0,1.0,114.0,3,365,t,1,2023-08-06,4.5,f,4,1.87
16105,299462,2010-11-26,within an hour,0.96,1.0,f,297.0,t,t,Hostafrancs,Sants-Montjuic,Entire home/apt,3,1.0,1.0,2.0,149.0,2,365,t,13,2023-06-15,4.56,t,140,3.21
16106,514844286,2023-05-15,within an hour,0.85,0.97,f,6.0,f,t,el Barri Gotic,Ciutat Vella,Private room,2,1.0,1.0,1.0,72.0,3,365,t,24,2023-08-20,4.0,t,4,1.0
16107,1391607,2011-11-10,within a few hours,0.98,0.99,f,205.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,6,1.5,3.0,3.0,176.0,3,32,t,0,2023-07-28,4.33,f,136,2.2
16108,365078872,2020-08-30,within an hour,0.99,1.0,f,114.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,162.0,2,365,t,27,2023-05-29,4.0,t,52,0.89
16110,299462,2010-11-26,within an hour,0.96,1.0,f,297.0,t,t,Sants,Sants-Montjuic,Entire home/apt,3,1.0,1.0,2.0,152.0,2,365,t,1,2023-06-24,4.91,t,140,4.4
16111,56909929,2016-01-31,within a few hours,1.0,0.71,f,3.0,t,t,el Raval,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,100.0,3,90,t,6,2023-06-16,3.5,f,1,2.89
16112,7506723,2013-07-15,within an hour,1.0,0.89,f,23.0,t,t,el Poblenou,Sant Marti,Entire home/apt,4,2.0,1.0,1.0,190.0,6,365,t,6,2023-06-29,5.0,f,2,1.29
16113,49608642,2015-11-22,within a few hours,1.0,0.6,f,1.0,t,t,Provencals del Poblenou,Sant Marti,Entire home/apt,5,1.5,3.0,3.0,140.0,3,10,t,0,2023-08-12,5.0,f,1,2.0
16114,299462,2010-11-26,within an hour,0.96,1.0,f,297.0,t,t,Sant Antoni,Eixample,Entire home/apt,5,1.0,2.0,4.0,197.0,2,365,t,7,2023-06-29,4.38,t,140,3.43
16115,299462,2010-11-26,within an hour,0.96,1.0,f,297.0,t,t,Hostafrancs,Sants-Montjuic,Entire home/apt,2,1.0,1.0,1.0,134.0,2,365,t,4,2023-07-07,4.6,t,140,2.42
16117,515780654,2023-05-21,within an hour,1.0,1.0,f,2.0,t,t,la Dreta de l'Eixample,Eixample,Private room,1,1.0,1.0,1.0,45.0,6,365,t,2,2023-07-14,4.25,f,2,2.18
16118,49692482,2015-11-23,within an hour,1.0,0.93,f,2.0,t,t,la Dreta de l'Eixample,Eixample,Private room,1,1.0,1.0,1.0,60.0,1,365,t,10,2023-07-08,4.75,f,1,1.97
16119,515780654,2023-05-21,within an hour,1.0,1.0,f,2.0,t,t,la Dreta de l'Eixample,Eixample,Private room,1,1.0,1.0,1.0,50.0,5,365,t,7,2023-07-11,4.75,f,2,2.07
16122,414713135,2021-07-23,within an hour,1.0,1.0,f,2.0,t,t,el Poblenou,Sant Marti,Private room,2,1.0,1.0,1.0,50.0,5,1125,t,3,2023-06-25,4.75,t,2,3.24
